slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
greendr01,Draymond Green,POWER FORWARD,29,GOLDEN STATE WARRIORS,43,1222,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044,-2.1,1.9,-0.2,0.5,False
greenja01,JaMychal Green,POWER FORWARD,29,LOS ANGELES CLIPPERS,63,1307,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,1.1,2.0,3.1,0.115,-1.2,0.7,-0.5,0.5,False
greenja02,Javonte Green,SHOOTING GUARD,26,BOSTON CELTICS,48,468,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,False
greenje02,Jeff Green,POWER FORWARD,33,UTAH JAZZ,30,553,10.0,0.523,0.533,0.323,2.9,12.9,8.1,5.2,1.1,1.5,10.8,19.7,0.0,0.5,0.5,0.046,-1.9,-0.2,-2.1,0.0,False
greenje02,Jeff Green,CENTER,33,HOUSTON ROCKETS,18,407,18.6,0.682,0.53,0.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,1.2,0.4,1.5,0.183,2.5,0.1,2.6,0.5,False
griffbl01,Blake Griffin,POWER FORWARD,30,DETROIT PISTONS,18,512,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,False
gudurma01,Marko Guduric,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,44,484,8.8,0.514,0.529,0.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,-0.3,0.4,0.1,0.014,-2.7,-0.7,-3.4,-0.2,False
guyky01,Kyle Guy,SHOOTING GUARD,22,SACRAMENTO KINGS,3,10,6.6,0.4,0.6,0.0,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.045,-7.5,-4.8,-12.3,0.0,False
hachiru01,Rui Hachimura,POWER FORWARD,21,WASHINGTON WIZARDS,48,1444,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4,False
hallde01,Devon Hall,POINT GUARD,24,OKLAHOMA CITY THUNDER,11,81,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-6.0,-0.7,-6.7,-0.1,False
halldo01,Donta Hall,POWER FORWARD,22,DETROIT PISTONS,4,48,7.3,0.452,0.0,1.5,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,0.0,0.0,0.1,0.067,-5.7,-1.3,-7.0,-0.1,False
halldo01,Donta Hall,CENTER,22,BROOKLYN NETS,5,85,17.2,0.709,0.0,0.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,0.2,0.1,0.3,0.177,-2.2,0.2,-2.1,0.0,False
hannadu01,Dusty Hannahs,SHOOTING GUARD,26,MEMPHIS GRIZZLIES,2,13,21.3,0.607,0.333,0.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.146,5.1,-2.1,3.1,0.0,False
hardati02,Tim Hardaway Jr.,SHOOTING GUARD,27,DALLAS MAVERICKS,71,2091,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,False
hardeja01,James Harden,SHOOTING GUARD,30,HOUSTON ROCKETS,68,2483,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,False
harklma01,Maurice Harkless,POWER FORWARD,26,LOS ANGELES CLIPPERS,50,1141,9.7,0.584,0.336,0.194,4.4,13.6,9.1,5.5,2.0,2.3,16.3,10.3,0.5,1.7,2.3,0.095,-2.4,2.4,0.0,0.6,False
harklma01,Maurice Harkless,SMALL FORWARD,26,NEW YORK KNICKS,12,286,10.1,0.536,0.379,0.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,0.2,0.2,0.4,0.069,-3.2,-0.3,-3.5,-0.1,False
harpeja01,Jared Harper,POINT GUARD,22,PHOENIX SUNS,3,8,-5.3,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.249,-10.1,-5.6,-15.7,0.0,False
harremo01,Montrezl Harrell,CENTER,26,LOS ANGELES CLIPPERS,63,1749,23.2,0.607,0.022,0.432,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,4.4,2.5,7.0,0.191,2.5,0.5,2.9,2.2,False
harriga01,Gary Harris,SHOOTING GUARD,25,DENVER NUGGETS,56,1780,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,False
harrijo01,Joe Harris,SMALL FORWARD,28,BROOKLYN NETS,69,2123,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,False
harrito02,Tobias Harris,POWER FORWARD,27,PHILADELPHIA 76ERS,72,2469,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8,False
harrish01,Shaquille Harrison,SHOOTING GUARD,26,CHICAGO BULLS,43,484,17.8,0.559,0.255,0.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.7,0.8,1.5,0.153,0.4,2.4,2.8,0.6,False
hartjo01,Josh Hart,SMALL FORWARD,24,NEW ORLEANS PELICANS,65,1755,11.9,0.563,0.665,0.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,1.3,1.8,3.1,0.085,-1.1,0.4,-0.7,0.6,False
harteis01,Isaiah Hartenstein,CENTER,21,HOUSTON ROCKETS,23,266,18.6,0.674,0.075,0.418,11.3,24.3,17.7,10.0,1.6,3.9,16.8,14.8,0.7,0.4,1.1,0.19,-1.0,1.3,0.3,0.2,False
hasleud01,Udonis Haslem,CENTER,39,MIAMI HEAT,4,44,6.5,0.47,0.273,0.364,2.6,36.7,20.3,3.2,0.0,0.0,7.3,13.8,0.0,0.1,0.0,0.041,-5.8,-1.6,-7.4,-0.1,False
hayesja02,Jaxson Hayes,CENTER,19,NEW ORLEANS PELICANS,64,1080,17.6,0.689,0.015,0.734,9.5,16.0,12.7,7.2,1.1,4.3,13.4,15.0,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,False
haywago01,Gordon Hayward,SMALL FORWARD,29,BOSTON CELTICS,52,1740,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.158,2.6,0.1,2.7,2.0,False
hensojo01,John Henson,CENTER,29,CLEVELAND CAVALIERS,29,412,16.9,0.539,0.258,0.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,0.4,0.5,0.9,0.109,-1.2,2.2,1.1,0.3,False
hensojo01,John Henson,CENTER,29,DETROIT PISTONS,11,188,17.1,0.67,0.098,0.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,0.2,0.2,0.4,0.11,-1.2,1.7,0.5,0.1,False
hernade01,Dewan Hernandez,CENTER,23,TORONTO RAPTORS,6,28,12.9,0.432,0.143,0.357,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,0.0,0.1,0.0,0.043,-6.6,-3.0,-9.6,-0.1,False
hernaju01,Juancho Hernangómez,POWER FORWARD,24,DENVER NUGGETS,34,422,6.9,0.442,0.545,0.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.007,-4.0,-1.2,-5.2,-0.3,False
hernaju01,Juancho Hernangómez,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,14,411,14.1,0.576,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1.0,-1.5,0.1,False
hernawi01,Willy Hernangómez,CENTER,25,CHARLOTTE HORNETS,31,375,19.2,0.576,0.158,0.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,0.107,0.6,-0.5,0.1,0.2,False
herroty01,Tyler Herro,SHOOTING GUARD,20,MIAMI HEAT,55,1508,12.5,0.55,0.472,0.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1,False
herveke01,Kevin Hervey,POWER FORWARD,23,OKLAHOMA CITY THUNDER,10,52,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0,False
hezonma01,Mario Hezonja,POWER FORWARD,24,PORTLAND TRAIL BLAZERS,53,871,9.5,0.525,0.358,0.271,3.6,18.3,11.0,7.5,2.0,0.9,14.7,13.9,0.1,0.6,0.8,0.043,-3.1,0.2,-2.9,-0.2,False
hieldbu01,Buddy Hield,SHOOTING GUARD,27,SACRAMENTO KINGS,72,2216,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7,False
hillge01,George Hill,POINT GUARD,33,MILWAUKEE BUCKS,59,1271,16.9,0.659,0.468,0.269,4.1,9.3,6.9,19.0,1.7,0.3,11.9,15.5,3.5,2.1,5.5,0.21,1.6,1.3,2.9,1.6,False
hillso01,Solomon Hill,POWER FORWARD,28,MEMPHIS GRIZZLIES,48,901,10.2,0.549,0.631,0.163,2.9,13.8,8.4,13.4,1.6,0.7,13.8,13.4,0.5,0.8,1.4,0.072,-1.6,0.2,-1.4,0.1,False
hillso01,Solomon Hill,POWER FORWARD,28,MIAMI HEAT,11,187,8.1,0.471,0.533,0.356,3.1,9.2,6.3,7.3,3.1,2.7,17.4,14.8,-0.2,0.3,0.1,0.023,-3.7,0.8,-2.8,0.0,False
hoardja01,Jaylen Hoard,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,13,103,14.9,0.504,0.094,0.406,14.4,18.1,16.2,5.3,2.3,0.0,9.6,17.2,0.1,0.1,0.2,0.093,-0.8,-1.3,-2.1,0.0,False
holidaa01,Aaron Holiday,POINT GUARD,23,INDIANA PACERS,66,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,False
holidjr01,Jrue Holiday,SHOOTING GUARD,29,NEW ORLEANS PELICANS,61,2117,17.0,0.537,0.344,0.181,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,2.0,1.9,3.9,0.088,1.6,0.2,1.8,2.0,False
holidju01,Justin Holiday,SMALL FORWARD,30,INDIANA PACERS,73,1826,12.1,0.585,0.681,0.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,1.6,2.6,4.2,0.112,-0.5,1.8,1.3,1.5,False
holliro01,Rondae Hollis-Jefferson,POWER FORWARD,25,TORONTO RAPTORS,60,1122,15.1,0.533,0.07,0.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,1.4,2.0,3.4,0.146,-1.2,1.5,0.3,0.6,False
holmeri01,Richaun Holmes,CENTER,26,SACRAMENTO KINGS,44,1242,19.7,0.681,0.0,0.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,0.19,0.3,0.7,1.0,0.9,False
hoodro01,Rodney Hood,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,21,619,12.2,0.625,0.413,0.157,1.7,10.4,6.1,7.0,1.3,0.6,9.4,13.9,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2,False
horfoal01,Al Horford,CENTER,33,PHILADELPHIA 76ERS,67,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,False
hortota01,Talen Horton-Tucker,SHOOTING GUARD,19,LOS ANGELES LAKERS,6,81,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0.0,0.2,0.1,0.07,-4.0,2.0,-2.1,0.0,False
houseda01,Danuel House Jr.,SMALL FORWARD,26,HOUSTON ROCKETS,63,1913,11.3,0.572,0.659,0.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,0.091,-0.8,0.0,-0.7,0.6,False
howardw01,Dwight Howard,CENTER,34,LOS ANGELES LAKERS,69,1306,18.7,0.696,0.018,0.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,0.197,-1.0,1.2,0.2,0.7,False
howarwi01,William Howard,POWER FORWARD,26,HOUSTON ROCKETS,2,13,-12.7,0.0,1.0,0.0,0.0,16.3,8.1,9.1,0.0,0.0,20.0,15.9,-0.1,0.0,-0.1,-0.357,-14.2,-5.4,-19.6,-0.1,False
huertke01,Kevin Huerter,SHOOTING GUARD,21,ATLANTA HAWKS,56,1760,11.5,0.536,0.548,0.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,1.0,0.6,1.6,0.043,-0.7,-0.9,-1.6,0.2,False
huntede01,De'Andre Hunter,SMALL FORWARD,22,ATLANTA HAWKS,63,2018,8.6,0.521,0.445,0.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,0.002,-2.9,-1.8,-4.7,-1.4,False
hutchch01,Chandler Hutchison,SMALL FORWARD,23,CHICAGO BULLS,28,527,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0.0,0.7,0.7,0.06,-2.7,0.1,-2.6,-0.1,False
ibakase01,Serge Ibaka,CENTER,30,TORONTO RAPTORS,55,1485,17.3,0.583,0.272,0.185,8.3,23.5,16.1,8.6,0.9,3.0,13.1,24.0,1.2,2.7,3.9,0.126,0.1,0.0,0.1,0.8,False
iguodan01,Andre Iguodala,SMALL FORWARD,36,MIAMI HEAT,21,418,10.5,0.507,0.534,0.17,4.7,15.7,10.4,16.9,1.6,5.0,21.6,12.7,0.0,0.6,0.6,0.065,-1.9,1.4,-0.5,0.2,False
ilyaser01,Ersan İlyasova,POWER FORWARD,32,MILWAUKEE BUCKS,63,986,14.9,0.589,0.438,0.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,1.6,2.0,3.6,0.174,-0.3,0.8,0.4,0.6,False
inglejo01,Joe Ingles,POWER FORWARD,32,UTAH JAZZ,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0.1,0.7,0.7,1.5,False
ingrabr01,Brandon Ingram,POWER FORWARD,22,NEW ORLEANS PELICANS,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,False
irvinky01,Kyrie Irving,POINT GUARD,27,BROOKLYN NETS,20,658,26.2,0.595,0.341,0.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,0.21,6.7,0.9,7.7,1.6,False
isaacjo01,Jonathan Isaac,POWER FORWARD,22,ORLANDO MAGIC,34,980,17.3,0.552,0.283,0.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,0.6,1.9,2.5,0.12,-0.6,2.9,2.3,1.1,False
iwundwe01,Wes Iwundu,SMALL FORWARD,25,ORLANDO MAGIC,52,953,10.3,0.544,0.352,0.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,0.8,0.8,1.7,0.084,-2.7,0.0,-2.6,-0.2,False
jacksfr01,Frank Jackson,POINT GUARD,21,NEW ORLEANS PELICANS,59,797,9.1,0.51,0.435,0.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,-0.2,0.3,0.2,0.01,-3.3,-2.2,-5.5,-0.7,False
jacksja02,Jaren Jackson Jr.,CENTER,20,MEMPHIS GRIZZLIES,57,1622,16.3,0.593,0.489,0.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,1.6,1.8,3.5,0.103,0.3,0.1,0.4,1.0,False
jacksjo02,Josh Jackson,SMALL FORWARD,22,MEMPHIS GRIZZLIES,22,381,14.1,0.547,0.453,0.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,0.1,0.5,0.5,0.069,-1.0,1.1,0.1,0.2,False
jacksju01,Justin Jackson,POWER FORWARD,24,DALLAS MAVERICKS,65,1045,9.5,0.496,0.478,0.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,0.054,-2.1,-1.3,-3.4,-0.4,False
jacksre01,Reggie Jackson,POINT GUARD,29,DETROIT PISTONS,14,381,14.7,0.492,0.414,0.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,0.2,0.1,0.4,0.047,1.7,-2.2,-0.5,0.1,False
jacksre01,Reggie Jackson,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,17,362,12.6,0.587,0.492,0.164,1.8,12.6,7.3,21.3,0.7,1.0,16.9,19.1,0.4,0.4,0.8,0.1,0.0,-0.2,-0.2,0.2,False
jamesju01,Justin James,SMALL FORWARD,23,SACRAMENTO KINGS,36,232,11.0,0.477,0.345,0.25,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,-0.1,0.2,0.1,0.028,-1.4,0.0,-1.4,0.0,False
jamesle01,LeBron James,POINT GUARD,35,LOS ANGELES LAKERS,67,2316,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,9.8,0.204,6.6,1.8,8.4,6.1,False
jeffeam01,Amile Jefferson,POWER FORWARD,26,ORLANDO MAGIC,18,74,8.9,0.372,0.0,1.0,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,0.0,0.1,0.0,0.023,-4.8,-1.0,-5.8,-0.1,False
jeffrda01,DaQuan Jeffries,SHOOTING GUARD,22,SACRAMENTO KINGS,13,141,11.2,0.586,0.45,0.15,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,0.2,0.1,0.3,0.1,-2.8,-1.1,-3.8,-0.1,False
jeromty01,Ty Jerome,SHOOTING GUARD,22,PHOENIX SUNS,31,328,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,-0.3,0.3,0.0,-0.003,-3.9,0.1,-3.7,-0.1,False
johnsal02,Alize Johnson,POWER FORWARD,23,INDIANA PACERS,17,118,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,0.111,-1.8,0.2,-1.6,0.0,False
johnsbj01,B.J. Johnson,SMALL FORWARD,24,ORLANDO MAGIC,10,83,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9.0,-0.1,False
johnsca02,Cameron Johnson,POWER FORWARD,23,PHOENIX SUNS,57,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,False
johnsja01,James Johnson,POWER FORWARD,32,MIAMI HEAT,18,281,11.1,0.547,0.517,0.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,0.065,-2.6,0.8,-1.8,0.0,False
johnsja01,James Johnson,CENTER,32,MINNESOTA TIMBERWOLVES,14,338,17.9,0.588,0.359,0.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,0.109,0.1,1.5,1.6,0.3,False
johnske04,Keldon Johnson,SMALL FORWARD,20,SAN ANTONIO SPURS,17,301,19.1,0.711,0.247,0.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,0.8,0.2,1.1,0.174,1.5,0.0,1.5,0.3,False
johnsst04,Stanley Johnson,POWER FORWARD,23,TORONTO RAPTORS,25,150,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.0,0.014,-3.9,1.4,-2.5,0.0,False
johnsty01,Tyler Johnson,POINT GUARD,27,PHOENIX SUNS,31,515,8.1,0.481,0.485,0.187,2.1,9.2,5.6,13.3,1.1,1.4,11.5,17.3,-0.2,0.3,0.2,0.014,-3.0,-0.6,-3.6,-0.2,False
johnsty01,Tyler Johnson,SHOOTING GUARD,27,BROOKLYN NETS,8,194,15.6,0.552,0.456,0.228,4.4,8.4,6.4,18.6,1.0,0.4,5.4,19.8,0.4,0.1,0.6,0.144,0.6,-1.7,-1.1,0.0,False
jokicni01,Nikola Jokić,CENTER,24,DENVER NUGGETS,73,2336,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2.0,7.4,5.5,False
jonesda03,Damian Jones,CENTER,24,ATLANTA HAWKS,55,887,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1,False
jonesde02,Derrick Jones Jr.,SMALL FORWARD,22,MIAMI HEAT,59,1375,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0,False
jonesty01,Tyus Jones,POINT GUARD,23,MEMPHIS GRIZZLIES,65,1232,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,False
jordade01,DeAndre Jordan,CENTER,31,BROOKLYN NETS,56,1234,19.9,0.682,0.0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,0.2,1.2,1.8,3.0,1.5,False
josepco01,Cory Joseph,POINT GUARD,28,SACRAMENTO KINGS,72,1759,10.1,0.517,0.386,0.17,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2.0,0.0,False
kabenmf01,Mfiondu Kabengele,CENTER,22,LOS ANGELES CLIPPERS,12,64,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,0.173,2.3,-0.1,2.2,0.1,False
kaminfr01,Frank Kaminsky,CENTER,26,PHOENIX SUNS,39,777,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,False
kennalu01,Luke Kennard,SHOOTING GUARD,23,DETROIT PISTONS,28,922,14.4,0.589,0.535,0.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4,False
kiddst01,Stanton Kidd,SHOOTING GUARD,27,UTAH JAZZ,4,15,-13.7,0.0,0.333,0.0,0.0,21.3,11.0,8.0,0.0,0.0,40.0,14.6,-0.1,0.0,-0.1,-0.327,-16.2,-1.4,-17.6,-0.1,False
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,CHARLOTTE HORNETS,12,160,6.1,0.421,0.321,0.17,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.028,-5.3,-1.6,-6.9,-0.2,False
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,DALLAS MAVERICKS,13,121,1.7,0.395,0.231,0.385,4.4,23.1,13.9,4.0,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.032,-7.6,-0.4,-8.0,-0.2,False
kinglo02,Louis King,SMALL FORWARD,20,DETROIT PISTONS,10,62,6.2,0.448,0.524,0.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1,False
klebima01,Maxi Kleber,POWER FORWARD,28,DALLAS MAVERICKS,74,1890,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.123,0.4,0.0,0.4,1.1,False
knighbr03,Brandon Knight,SHOOTING GUARD,28,CLEVELAND CAVALIERS,16,241,5.4,0.431,0.744,0.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,-0.3,0.0,-0.3,-0.062,-3.8,-2.7,-6.5,-0.3,False
knighbr03,Brandon Knight,POINT GUARD,28,DETROIT PISTONS,9,221,11.9,0.576,0.827,0.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,0.046,0.5,-2.5,-2.0,0.0,False
knoxke01,Kevin Knox,SMALL FORWARD,20,NEW YORK KNICKS,65,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,False
konchjo01,John Konchar,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,19,181,18.0,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2.0,4.5,0.3,False
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,22,PHILADELPHIA 76ERS,72,1559,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.4,-1.0,-1.3,0.3,False
kornelu01,Luke Kornet,CENTER,24,CHICAGO BULLS,36,559,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,0.091,-0.9,-0.2,-1.2,0.1,False
korveky01,Kyle Korver,SMALL FORWARD,38,MILWAUKEE BUCKS,58,960,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5,False
kurucro01,Rodions Kurucs,POWER FORWARD,21,BROOKLYN NETS,47,684,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.9,-2.8,-0.1,False
kuzmaky01,Kyle Kuzma,POWER FORWARD,24,LOS ANGELES LAKERS,61,1526,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,0.1,1.9,2.0,0.063,-1.6,-1.0,-2.6,-0.2,False
labissk01,Skal Labissière,CENTER,23,PORTLAND TRAIL BLAZERS,33,567,15.4,0.588,0.088,0.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,1.0,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1,False
